record_id_eia,record_id_ferc1,signature_1,signature_2,notes
2092_2020_plant_total_56211,f1_steam_2020_12_182_0_2,SW,,
8037_2005_plant_total_770,f1_steam_2005_12_182_2_2,AS,,"wrong utility, right plant"
8037_2006_plant_total_770,f1_steam_2006_12_182_2_2,AS,,"wrong utility, right plant"
8037_2007_plant_total_56032,f1_steam_2007_12_182_2_2,AS,,"wrong utility, right plant"
2092_2005_plant_total_770,f1_steam_2005_12_182_0_2,AS,,"wrong utility, right plant"
2092_2006_plant_total_770,f1_steam_2006_12_182_0_2,AS,,"wrong utility, right plant"
2092_2007_plant_total_770,f1_steam_2007_12_182_0_2,AS,,"wrong utility, right plant"
2092_2008_plant_total_56211,f1_steam_2008_12_182_0_2,AS,SW,
2092_2009_plant_total_56211,f1_steam_2009_12_182_0_2,AS,SW,
2092_2010_plant_total_56211,f1_steam_2010_12_182_0_2,AS,SW,
2092_2011_plant_total_56211,f1_steam_2011_12_182_0_2,AS,SW,
2092_2012_plant_total_56211,f1_steam_2012_12_182_0_2,AS,SW,
2092_2013_plant_total_56211,f1_steam_2013_12_182_0_2,AS,SW,
2092_2014_plant_total_56211,f1_steam_2014_12_182_0_2,AS,SW,
2092_2015_plant_total_56211,f1_steam_2015_12_182_0_2,AS,SW,
2092_2016_plant_total_56211,f1_steam_2016_12_182_0_2,AS,SW,
2092_2017_plant_total_56211,f1_steam_2017_12_182_0_2,AS,SW,
2092_2018_plant_total_56211,f1_steam_2018_12_182_0_2,AS,SW,
2092_2019_plant_total_56211,f1_steam_2019_12_182_0_2,AS,SW,
56818_2009_plant_total_22500,f1_steam_2009_12_191_2_2,AS,SW,
56818_2010_plant_total_22500,f1_steam_2010_12_191_2_2,AS,SW,
56818_2011_plant_total_22500,f1_steam_2011_12_191_2_2,AS,SW,
56818_2012_plant_total_22500,f1_steam_2012_12_191_2_2,AS,SW,
56818_2013_plant_total_22500,f1_steam_2013_12_191_0_5,AS,SW,
56818_2014_plant_total_22500,f1_steam_2014_12_191_0_5,AS,SW,
56818_2015_plant_total_22500,f1_steam_2015_12_191_0_5,AS,SW,
56818_2016_plant_total_22500,f1_steam_2016_12_191_0_5,AS,SW,
56818_2017_plant_total_22500,f1_steam_2017_12_191_0_5,AS,SW,
56818_2018_plant_total_22500,f1_steam_2018_12_191_0_5,AS,SW,
56818_2019_plant_total_22500,f1_steam_2019_12_191_0_5,AS,SW,
56351_2006_plant_total_10000,f1_gnrt_plant_2006_12_79_0_1,AS,SW,
56351_2007_plant_total_10000,f1_gnrt_plant_2007_12_79_0_1,AS,SW,
56351_2008_plant_total_10000,f1_gnrt_plant_2008_12_79_0_1,AS,SW,
56351_2009_plant_total_10000,f1_gnrt_plant_2009_12_79_0_1,AS,SW,FERC net gen off by 1000
56818_2020_plant_total_22500,f1_steam_2020_12_191_0_5,SW,,
7928_2005_plant_total_10000,f1_steam_2005_12_79_2_2,AS,SW,Steve changed from 7928_2_2005_plant_gen_total_10000_retired
7928_2006_plant_total_10000,f1_steam_2006_12_79_2_2,AS,SW,Steve changed from 7928_2_2006_plant_gen_total_10000_retired
7928_2007_plant_total_10000,f1_steam_2007_12_79_2_2,AS,SW,Steve changed from 7928_2_2007_plant_gen_total_10000_retired
7928_2008_plant_total_10000,f1_steam_2008_12_79_2_2,AS,SW,Steve changed from 7928_2_2008_plant_gen_total_10000_retired
7928_2009_plant_total_10000,f1_steam_2009_12_79_0_5,AS,SW,Steve changed from 7928_2_2009_plant_gen_total_10000_retired
7928_2010_plant_total_10000,f1_steam_2010_12_79_0_5,AS,SW,Steve changed from 7928_2_2010_plant_gen_total_10000_retired
7928_2011_plant_total_10000,f1_steam_2011_12_79_0_5,AS,SW,Steve changed from 7928_2_2011_plant_gen_total_10000_retired
7928_2012_plant_total_10000,f1_steam_2012_12_79_0_5,AS,SW,Steve changed from 7928_2_2012_plant_gen_total_10000_retired
7928_2013_plant_total_10000,f1_steam_2013_12_79_0_5,AS,SW,
7928_2014_plant_total_10000,f1_steam_2014_12_79_0_5,AS,SW,
7928_2015_plant_total_10000,f1_steam_2015_12_79_0_5,AS,SW,
7928_2016_plant_total_10000,f1_steam_2016_12_79_0_5,AS,SW,
7928_2017_plant_total_10000,f1_steam_2017_12_79_0_5,AS,SW,Steve changed from 7928_2_2017_plant_gen_total_10000_retired
7928_2018_plant_total_10000,f1_steam_2018_12_79_0_5,AS,SW,
7928_2019_plant_total_10000,f1_steam_2019_12_79_0_5,AS,SW,
7928_2020_plant_total_10000,f1_steam_2020_12_79_0_5,SW,,
2098_gt_2020_plant_prime_mover_total_56211,f1_steam_2020_12_182_1_4,SW,,
2098_gt_2005_plant_prime_mover_total_770,f1_steam_2005_12_182_3_4,AS,,"wrong utility, right plant part"
2098_gt_2006_plant_prime_mover_total_770,f1_steam_2006_12_182_3_4,AS,,"wrong utility, right plant part"
2098_gt_2007_plant_prime_mover_total_770,f1_steam_2007_12_182_3_4,AS,,"wrong utility, right plant part"
2098_gt_2008_plant_prime_mover_total_56211,f1_steam_2008_12_182_2_4,AS,SW,
2098_gt_2009_plant_prime_mover_total_56211,f1_steam_2009_12_182_1_4,AS,SW,
2098_gt_2010_plant_prime_mover_total_56211,f1_steam_2010_12_182_1_4,AS,SW,
2098_gt_2011_plant_prime_mover_total_56211,f1_steam_2011_12_182_1_4,AS,SW,
2098_gt_2012_plant_prime_mover_total_56211,f1_steam_2012_12_182_1_4,AS,SW,
2098_gt_2013_plant_prime_mover_total_56211,f1_steam_2013_12_182_1_4,AS,SW,net gen slightly off
2098_gt_2014_plant_prime_mover_total_56211,f1_steam_2014_12_182_1_4,AS,SW,
2098_gt_2015_plant_prime_mover_total_56211,f1_steam_2015_12_182_1_4,AS,SW,
2098_gt_2016_plant_prime_mover_total_56211,f1_steam_2016_12_182_1_4,AS,SW,
2098_gt_2017_plant_prime_mover_total_56211,f1_steam_2017_12_182_1_4,AS,SW,
2098_gt_2018_plant_prime_mover_total_56211,f1_steam_2018_12_182_1_4,AS,SW,
2098_gt_2019_plant_prime_mover_total_56211,f1_steam_2019_12_182_1_4,AS,SW,
6065_2005_plant_owned_17881,f1_steam_2005_12_182_3_2,AS,,"wrong utility, right plant part"
6065_2005_plant_owned_10000,f1_steam_2005_12_79_1_2,AS,SW,Steve changed from 6065_2005_plant_owned_10000_proposed
6065_2005_plant_total_10000,f1_steam_2005_12_79_1_1,AS,SW,
6065_2006_plant_owned_17881,f1_steam_2006_12_182_3_2,AS,,"wrong utility, right plant part"
6065_2006_plant_owned_10000,f1_steam_2006_12_79_1_2,AS,SW,Steve changed from 6065_2006_plant_owned_10000_proposed
6065_2006_plant_total_10000,f1_steam_2006_12_79_1_1,AS,SW,
6065_2007_plant_owned_761,f1_steam_2007_12_182_3_2,AS,,"wrong utility, right plant part"
6065_2007_plant_owned_10000,f1_steam_2007_12_79_1_2,AS,SW,Steve changed from 6065_2007_plant_owned_10000_proposed
6065_2007_plant_total_10000,f1_steam_2007_12_79_1_1,AS,SW,
6065_2008_plant_owned_761,f1_steam_2008_12_182_3_2,AS,,"wrong utility, right plant part"
6065_2008_plant_owned_10000,f1_steam_2008_12_79_1_2,AS,SW,Steve changed from 6065_2008_plant_owned_10000_proposed
6065_2008_plant_total_10000,f1_steam_2008_12_79_1_1,AS,SW,
6065_2009_plant_owned_761,f1_steam_2009_12_182_1_5,AS,,"wrong utility, right plant part"
6065_2009_plant_owned_10000,f1_steam_2009_12_79_1_2,AS,SW,Steve changed from 6065_2009_plant_owned_10000_proposed
6065_2009_plant_total_10000,f1_steam_2009_12_79_1_1,AS,SW,
6065_1_2010_plant_unit_owned_56211,f1_steam_2010_12_182_1_5,AS,SW,two true gran = true
56351_2010_plant_total_10000,f1_gnrt_plant_2010_12_79_0_1,AS,SW,
56351_2011_plant_total_10000,f1_gnrt_plant_2011_12_79_0_1,AS,SW,FERC net gen off by 1000
56351_2012_plant_total_10000,f1_gnrt_plant_2012_12_79_0_1,AS,SW,
1233_2005_plant_total_770,f1_steam_2005_12_182_2_3,AS,,"wrong utility, right plant"
1233_2006_plant_total_770,f1_steam_2006_12_182_2_3,AS,,"wrong utility, right plant"
1233_2007_plant_total_56032,f1_steam_2007_12_182_2_3,AS,,"wrong utility, right plant"
2098_st_2005_plant_prime_mover_total_770,f1_steam_2005_12_182_3_3,AS,,"wrong utility, right plant part"
2098_st_2006_plant_prime_mover_total_770,f1_steam_2006_12_182_3_3,AS,,"wrong utility, right plant part"
2098_st_2007_plant_prime_mover_total_770,f1_steam_2007_12_182_3_3,AS,,"wrong utility, right plant part"
2098_1_2008_plant_unit_total_56211,f1_steam_2008_12_182_2_3,AS,SW,
2098_1_2009_plant_unit_total_56211,f1_steam_2009_12_182_1_3,AS,SW,
2098_1_2010_plant_unit_total_56211,f1_steam_2010_12_182_1_3,AS,SW,
2098_1_2011_plant_unit_total_56211,f1_steam_2011_12_182_1_3,AS,SW,
2098_1_2012_plant_unit_total_56211,f1_steam_2012_12_182_1_3,AS,SW,
2098_1_2013_plant_unit_total_56211,f1_steam_2013_12_182_1_3,AS,SW,
2098_1_2014_plant_unit_total_56211,f1_steam_2014_12_182_1_3,AS,SW,
2098_1_2015_plant_unit_total_56211,f1_steam_2015_12_182_1_3,AS,SW,
2098_1_2016_plant_unit_total_56211,f1_steam_2016_12_182_1_3,AS,SW,
2098_1_2017_plant_unit_total_56211,f1_steam_2017_12_182_1_3,AS,SW,
2098_1_2018_plant_unit_total_56211,f1_steam_2018_12_182_1_3,AS,SW,net gen slightly off
2098_1_2019_plant_unit_total_56211,f1_steam_2019_12_182_1_3,AS,SW,net gen off
2098_1_2020_plant_unit_total_56211,f1_steam_2020_12_182_1_3,SW,,
56351_2013_plant_total_10000,f1_gnrt_plant_2013_12_79_0_1,AS,SW,cap gets behind here
56351_2014_plant_total_10000,f1_gnrt_plant_2014_12_79_0_1,AS,SW,
56351_2015_plant_total_10000,f1_gnrt_plant_2015_12_79_0_1,AS,SW,
56351_2016_plant_total_10000,f1_gnrt_plant_2016_12_79_0_1,AS,SW,
56351_2017_plant_total_10000,f1_gnrt_plant_2017_12_79_0_1,AS,SW,FERC net gen off by 1000
56351_2018_plant_total_10000,f1_gnrt_plant_2018_12_79_0_1,AS,SW,additional zeros in FERC net gen
56351_2019_plant_total_10000,f1_gnrt_plant_2019_12_79_0_1,AS,SW,additional zeros in FERC net gen
56351_2020_plant_total_10000,f1_gnrt_plant_2020_12_79_0_1,SW,,additional zeros in FERC net gen
6065_1_2010_plant_unit_owned_10000,f1_steam_2010_12_79_1_2,AS,SW,
6065_2_2010_plant_unit_owned_10000,f1_steam_2010_12_79_1_4,AS,,"Cap and net gen a little off, but right utility and right fraction ish"
2079_gt_2005_plant_prime_mover_total_10000,f1_steam_2005_12_79_0_5,AS,SW,
2079_gt_2006_plant_prime_mover_total_10000,f1_steam_2006_12_79_0_5,AS,SW,
2079_gt_2007_plant_prime_mover_total_10000,f1_steam_2007_12_79_0_5,AS,SW,
2079_gt_2008_plant_prime_mover_total_10000,f1_steam_2008_12_79_0_5,AS,SW,
2079_gt_2009_plant_prime_mover_total_10000,f1_steam_2009_12_79_0_4,AS,SW,
2079_gt_2010_plant_prime_mover_total_10000,f1_steam_2010_12_79_0_4,AS,SW,"correct plant, just weird numbers that are really off for one year"
2079_gt_2011_plant_prime_mover_total_10000,f1_steam_2011_12_79_0_4,AS,SW,"good match, cap just a little off"
2079_gt_2012_plant_prime_mover_total_10000,f1_steam_2012_12_79_0_4,AS,SW,"good match, cap just a little off"
2079_gt_2013_plant_prime_mover_total_10000,f1_steam_2013_12_79_0_4,AS,SW,"good match, cap just a little off"
2079_gt_2014_plant_prime_mover_total_10000,f1_steam_2014_12_79_0_4,AS,SW,"good match, cap just a little off"
2079_gt_2015_plant_prime_mover_total_10000,f1_steam_2015_12_79_0_4,AS,SW,"good match, cap just a little off"
2079_gt_2016_plant_prime_mover_total_10000,f1_steam_2016_12_79_0_4,AS,SW,"good match, cap just a little off"
2079_gt_2017_plant_prime_mover_total_10000,f1_steam_2017_12_79_0_4,AS,SW,"good match, cap just a little off"
2079_gt_2018_plant_prime_mover_total_10000,f1_steam_2018_12_79_0_4,AS,SW,
2079_gt_2019_plant_prime_mover_total_10000,f1_steam_2019_12_79_0_4,AS,SW,
2079_gt_2020_plant_prime_mover_total_10000,f1_steam_2020_12_79_0_4,SW,,
1248_st_2008_plant_prime_mover_total_22500,f1_steam_2008_12_191_0_4,AS,SW,
6068_2005_plant_owned_12698,f1_steam_2005_12_182_0_3,AS,,Cap matches later years
6068_2005_plant_owned_10005,f1_steam_2005_12_80_1_2,AS,SW,
6068_2005_plant_owned_10015,f1_steam_2005_12_191_1_2,AS,,Utility goes from KPL Western Resources Co to Western Resources Inc in 2007
6068_2005_plant_total_10015,f1_steam_2005_12_191_1_3,AS,,Utility goes from KPL Western Resources Co to Western Resources Inc in 2007
6068_2005_plant_total_10005,f1_steam_2005_12_80_1_1,AS,SW,"wrong utility, right plant"
6068_1983_2006_plant_operating_year_owned_12698,f1_steam_2006_12_182_0_3,AS,,The 172.8 cap value exists for this utility but it's split between two records and isn't the right utility (or technically the right cap value)
6068_2006_plant_owned_10005,f1_steam_2006_12_80_1_2,AS,SW,
6068_2006_plant_owned_10015,f1_steam_2006_12_191_1_4,AS,,Utility goes from KPL Western Resources Co to Western Resources Inc in 2007
6068_2006_plant_total_10015,f1_steam_2006_12_191_1_5,AS,,Utility goes from KPL Western Resources Co to Western Resources Inc in 2007
6068_2006_plant_total_10005,f1_steam_2006_12_80_1_1,AS,SW,"wrong utility, right plant"
6068_2007_plant_owned_12695,f1_steam_2007_12_182_0_3,AS,,"wrong utility, right plant, wrong capacity (but in 2008 it matches)"
6068_2007_plant_owned_10005,f1_steam_2007_12_80_1_2,AS,SW,
6068_2007_plant_owned_22500,f1_steam_2007_12_191_1_4,AS,SW,
1248_gt_2008_plant_prime_mover_total_22500,f1_steam_2008_12_191_0_5,AS,SW,
1248_4_2009_plant_unit_total_22500,f1_steam_2009_12_191_0_4,AS,SW,true gran is false for all options
1248_gt_2009_plant_prime_mover_total_22500,f1_steam_2009_12_191_0_5,AS,SW,
1248_4_2010_plant_unit_total_22500,f1_steam_2010_12_191_0_4,AS,SW,Steve added diesel as override 2. This makes sense b/c installation year and name!
1248_gt_2010_plant_prime_mover_total_22500,f1_steam_2010_12_191_0_5,AS,SW,
1248_4_2011_plant_unit_total_22500,f1_steam_2011_12_191_0_4,AS,SW,Steve added diesel as override 2. This makes sense b/c installation year and name!
1248_gt_2011_plant_prime_mover_total_22500,f1_steam_2011_12_191_0_5,AS,SW,
6065_1_2010_plant_unit_total_10000,f1_steam_2010_12_79_1_1,AS,SW,
6065_2_2010_plant_unit_total_10000,f1_steam_2010_12_79_1_3,AS,SW,"Cap and net gen a little off, but right utility and right fraction ish"
6065_2011_plant_owned_56211,f1_steam_2011_12_182_1_5,AS,SW,
6065_1_2011_plant_unit_owned_10000,f1_steam_2011_12_79_1_2,AS,SW,
6065_2_2011_plant_unit_owned_10000,f1_steam_2011_12_79_1_4,AS,,"Cap and net gen a little off, but right utility and right fraction ish"
6065_1_2011_plant_unit_total_10000,f1_steam_2011_12_79_1_1,AS,SW,
6065_2_2011_plant_unit_total_10000,f1_steam_2011_12_79_1_3,AS,SW,"Cap and net gen a little off, but right utility and right fraction ish"
7296_2005_plant_owned_22500,f1_steam_2005_12_276_0_1,AS,SW,cap a little off net gen way off
7296_2006_plant_owned_22500,f1_steam_2006_12_276_0_1,AS,SW,cap a little off
7296_2007_plant_owned_22500,f1_steam_2007_12_276_0_1,AS,SW,
7296_2008_plant_owned_22500,f1_steam_2008_12_276_0_1,AS,SW,
7296_2009_plant_owned_22500,f1_steam_2009_12_276_0_1,AS,SW,net gen a bit off
7296_2010_plant_owned_22500,f1_steam_2010_12_276_0_1,AS,SW,net gen a bit off
7296_2011_plant_owned_22500,f1_steam_2011_12_276_0_1,AS,SW,net gen a bit off
7296_2012_plant_owned_22500,f1_steam_2012_12_276_0_1,AS,SW,
7296_2013_plant_owned_22500,f1_steam_2013_12_276_0_1,AS,SW,net gen a bit off
7296_2016_plant_owned_22500,f1_steam_2016_12_276_0_1,AS,SW,
7296_2017_plant_owned_22500,f1_steam_2017_12_276_0_1,AS,SW,
7296_2018_plant_owned_22500,f1_steam_2018_12_276_0_1,AS,SW,
7296_2019_plant_owned_22500,f1_steam_2019_12_276_0_1,AS,SW,
7296_2020_plant_owned_22500,f1_steam_2020_12_276_0_1,SW,,net gen a bit off
1242_2015_plant_total_10005,f1_steam_2015_12_80_0_1,AS,SW,
1242_2016_plant_total_10005,f1_steam_2016_12_80_0_1,AS,SW,
1242_2017_plant_total_10005,f1_steam_2017_12_80_0_1,AS,SW,
1242_2018_plant_total_10005,f1_steam_2018_12_80_0_1,AS,SW,
1242_3_2019_plant_gen_total_10005_retired,f1_steam_2019_12_80_0_1,AS,SW,I think it's a combo of generating units 3 and 4
1252_st_2005_plant_prime_mover_total_22500,f1_steam_2005_12_191_0_1,AS,SW,
1252_st_2006_plant_prime_mover_total_22500,f1_steam_2006_12_191_0_1,AS,SW,
1252_st_2007_plant_prime_mover_total_22500,f1_steam_2007_12_191_0_1,AS,SW,
1252_st_2008_plant_prime_mover_total_22500,f1_steam_2008_12_191_0_1,AS,SW,
1252_st_2009_plant_prime_mover_total_22500,f1_steam_2009_12_191_0_1,AS,SW,
1252_st_2010_plant_prime_mover_total_22500,f1_steam_2010_12_191_0_1,AS,SW,
1252_st_2011_plant_prime_mover_total_22500,f1_steam_2011_12_191_0_1,AS,SW,
1252_st_2012_plant_prime_mover_total_22500,f1_steam_2012_12_191_0_1,AS,SW,
1252_2013_plant_total_22500,f1_steam_2013_12_191_0_1,AS,SW,
1252_2014_plant_total_22500,f1_steam_2014_12_191_0_1,AS,SW,
1248_4_2012_plant_unit_total_22500,f1_steam_2012_12_191_0_4,AS,SW,Steve added diesel as override 2. This makes sense b/c installation year and name!
1248_gt_2012_plant_prime_mover_total_22500,f1_steam_2012_12_191_0_5,AS,SW,
6074_gt_2020_plant_prime_mover_total_56211,f1_steam_2020_12_182_0_5,SW,,
2079_2_2020_plant_unit_total_10000,f1_steam_2020_12_79_0_3,SW,,
60689_2017_plant_total_22500,f1_steam_2017_12_191_2_1,AS,SW,
60689_2018_plant_total_22500,f1_steam_2018_12_191_2_1,AS,SW,
60689_2019_plant_total_22500,f1_steam_2019_12_191_2_1,AS,SW,
6074_2005_plant_total_770,f1_steam_2005_12_182_0_5,AS,,"wrong utility, right plant"
6074_2006_plant_total_770,f1_steam_2006_12_182_0_5,AS,,"wrong utility, right plant"
6074_2007_plant_total_770,f1_steam_2007_12_182_0_5,AS,,"wrong utility, right plant"
6074_2008_plant_total_56211,f1_steam_2008_12_182_0_5,AS,SW,capacity a bit off
6074_2009_plant_total_56211,f1_steam_2009_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_2010_plant_total_56211,f1_steam_2010_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_2011_plant_total_56211,f1_steam_2011_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_2012_plant_total_56211,f1_steam_2012_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_2013_plant_total_56211,f1_steam_2013_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_2014_plant_total_56211,f1_steam_2014_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_2015_plant_total_56211,f1_steam_2015_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_gt_2016_plant_prime_mover_total_56211,f1_steam_2016_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_gt_2017_plant_prime_mover_total_56211,f1_steam_2017_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_gt_2018_plant_prime_mover_total_56211,f1_steam_2018_12_182_0_5,AS,SW,capacity slightly off but no better options
6074_gt_2019_plant_prime_mover_total_56211,f1_steam_2019_12_182_0_5,AS,SW,capacity slightly off but no better options
1248_4_2013_plant_unit_total_22500,f1_steam_2013_12_191_1_2,AS,SW,Steve added diesel as override 2. This makes sense b/c installation year and name!
1248_gt_2013_plant_prime_mover_total_22500,f1_steam_2013_12_191_1_1,AS,SW,
1248_4_2014_plant_unit_total_22500,f1_steam_2014_12_191_1_2,AS,SW,Steve added diesel as override 2. This makes sense b/c installation year and name!
1248_gt_2014_plant_prime_mover_total_22500,f1_steam_2014_12_191_1_1,AS,SW,
1248_ic_2015_plant_prime_mover_total_22500,f1_steam_2015_12_191_1_2,AS,SW,Just the diesel portion
1248_gt_2015_plant_prime_mover_total_22500,f1_steam_2015_12_191_1_1,AS,SW,
1248_ic_2016_plant_prime_mover_total_22500,f1_steam_2016_12_191_1_2,AS,SW,Just the diesel portion
1248_2016_plant_total_22500,f1_steam_2016_12_191_1_1,AS,SW,
1248_ic_2017_plant_prime_mover_total_22500,f1_steam_2017_12_191_1_2,AS,SW,Just the diesel portion
1248_2017_plant_total_22500,f1_steam_2017_12_191_1_1,AS,SW,
1248_ic_2018_plant_prime_mover_total_22500,f1_steam_2018_12_191_1_2,AS,SW,Just the diesel portion
1248_gt_2018_plant_prime_mover_total_22500,f1_steam_2018_12_191_1_1,AS,SW,
1248_ic_2019_plant_prime_mover_total_22500,f1_steam_2019_12_191_1_2,AS,SW,Just the diesel portion
2079_6_2005_plant_gen_total_10000,f1_steam_2005_12_79_1_3,AS,SW,
2079_6_2006_plant_gen_total_10000,f1_steam_2006_12_79_1_3,AS,SW,
2079_6_2007_plant_gen_total_10000,f1_steam_2007_12_79_1_3,AS,SW,
2079_6_2008_plant_gen_total_10000,f1_steam_2008_12_79_1_3,AS,SW,
2079_6_2009_plant_gen_total_10000,f1_steam_2009_12_79_0_3,AS,SW,
2079_6_2010_plant_gen_total_10000,f1_steam_2010_12_79_0_3,AS,SW,
2079_6_2011_plant_gen_total_10000,f1_steam_2011_12_79_0_3,AS,SW,
2079_6_2012_plant_gen_total_10000,f1_steam_2012_12_79_0_3,AS,SW,
2079_6_2013_plant_gen_total_10000,f1_steam_2013_12_79_0_3,AS,SW,
2079_2_2014_plant_unit_total_10000,f1_steam_2014_12_79_0_3,AS,SW,"good match, cap just a little off"
2079_2_2015_plant_unit_total_10000,f1_steam_2015_12_79_0_3,AS,SW,"good match, cap just a little off"
2079_2_2016_plant_unit_total_10000,f1_steam_2016_12_79_0_3,AS,SW,"good match, cap just a little off"
2079_2_2017_plant_unit_total_10000,f1_steam_2017_12_79_0_3,AS,SW,"good match, cap just a little off"
2079_2_2018_plant_unit_total_10000,f1_steam_2018_12_79_0_3,AS,SW,
2079_2_2019_plant_unit_total_10000,f1_steam_2019_12_79_0_3,AS,SW,
55395_2008_plant_total_3702,f1_steam_2008_12_182_3_1,AS,SW,"wrong utility, right plant"
55395_2009_plant_total_3702,f1_steam_2009_12_182_0_4,AS,SW,"wrong utility, right plant"
55395_2010_plant_total_3702,f1_steam_2010_12_182_0_4,AS,SW,"wrong utility, right plant"
55395_2011_plant_total_3702,f1_steam_2011_12_182_0_4,AS,SW,"wrong utility, right plant"
55395_2012_plant_total_3702,f1_steam_2012_12_182_0_4,AS,SW,"wrong utility, right plant"
55651_2006_plant_total_22500,f1_steam_2006_12_191_1_2,AS,SW,
55651_2007_plant_total_22500,f1_steam_2007_12_191_1_2,AS,SW,
55651_2008_plant_total_22500,f1_steam_2008_12_191_1_2,AS,SW,
55651_2009_plant_total_22500,f1_steam_2009_12_191_1_2,AS,SW,
55651_2010_plant_total_22500,f1_steam_2010_12_191_1_2,AS,SW,
55651_2011_plant_total_22500,f1_steam_2011_12_191_1_2,AS,SW,
55651_2012_plant_total_22500,f1_steam_2012_12_191_1_2,AS,SW,
55651_2013_plant_total_22500,f1_steam_2013_12_191_0_3,AS,SW,
55651_2014_plant_total_22500,f1_steam_2014_12_191_0_3,AS,SW,
55651_2015_plant_total_22500,f1_steam_2015_12_191_0_3,AS,SW,
55651_2016_plant_total_22500,f1_steam_2016_12_191_0_3,AS,SW,
1248_gt_2019_plant_prime_mover_total_22500,f1_steam_2019_12_191_1_1,AS,SW,"I think this is right, but I'm not 100% sure"
1248_ic_2020_plant_prime_mover_total_22500,f1_steam_2020_12_191_1_2,SW,,Just the diesel portion
1241_2_2005_plant_gen_owned_10005,f1_steam_2005_12_80_0_5,AS,SW,net gen a little closer to a different record
1241_2005_plant_total_10005,f1_steam_2005_12_80_0_3,AS,SW,
1241_2005_plant_total_10000,f1_steam_2005_12_79_0_3,AS,SW,
1241_1973_2005_plant_operating_year_owned_10005,f1_steam_2005_12_80_0_4,AS,SW,Switches from this op year id to plant unit in 2008
1241_2005_plant_owned_10000,f1_steam_2005_12_79_0_4,AS,SW,"cap is off, but net gen is close and inst year is right"
1241_2_2006_plant_gen_owned_10005,f1_steam_2006_12_80_0_5,AS,SW,net gen quite off
1241_2006_plant_total_10005,f1_steam_2006_12_80_0_3,AS,SW,
1241_2006_plant_total_10000,f1_steam_2006_12_79_0_3,AS,SW,
1241_1973_2006_plant_operating_year_owned_10005,f1_steam_2006_12_80_0_4,AS,SW,Switches from this op year id to plant unit in 2008
1241_2006_plant_owned_10000,f1_steam_2006_12_79_0_4,AS,SW,"cap is off, but net gen is close and inst year is right"
1241_2_2007_plant_gen_owned_10005,f1_steam_2007_12_80_0_5,AS,SW,net gen quite off
1241_2007_plant_total_10005,f1_steam_2007_12_80_0_3,AS,SW,
1241_2007_plant_total_10000,f1_steam_2007_12_79_0_3,AS,SW,
1241_1973_2007_plant_operating_year_owned_10005,f1_steam_2007_12_80_0_4,AS,SW,Switches from this op year id to plant unit in 2008
1241_2007_plant_owned_10000,f1_steam_2007_12_79_0_4,AS,SW,"cap is off, but net gen is close and inst year is right"
6068_2007_plant_total_22500,f1_steam_2007_12_191_1_5,AS,SW,
6068_2007_plant_total_10005,f1_steam_2007_12_80_1_1,AS,SW,
6068_2008_plant_owned_12695,f1_steam_2008_12_182_0_3,AS,,"wrong utility, right plant"
55651_2017_plant_total_22500,f1_steam_2017_12_191_0_3,AS,SW,
55651_2018_plant_total_22500,f1_steam_2018_12_191_0_3,AS,SW,
55651_2019_plant_total_22500,f1_steam_2019_12_191_0_3,AS,SW,
55651_2020_plant_total_22500,f1_steam_2020_12_191_0_3,SW,,
1242_2005_plant_total_10005,f1_steam_2005_12_80_0_1,AS,SW,
1242_2006_plant_total_10005,f1_steam_2006_12_80_0_1,AS,SW,
1242_2007_plant_total_10005,f1_steam_2007_12_80_0_1,AS,SW,
1242_2008_plant_total_10005,f1_steam_2008_12_80_0_1,AS,SW,
1242_2009_plant_total_10005,f1_steam_2009_12_80_0_1,AS,SW,
1242_2010_plant_total_10005,f1_steam_2010_12_80_0_1,AS,SW,
1242_2011_plant_total_10005,f1_steam_2011_12_80_0_1,AS,SW,
1242_2012_plant_total_10005,f1_steam_2012_12_80_0_1,AS,SW,
1242_2013_plant_total_10005,f1_steam_2013_12_80_0_1,AS,SW,
1242_2014_plant_total_10005,f1_steam_2014_12_80_0_1,AS,SW,
56151_2020_plant_total_56211,f1_steam_2020_12_182_1_2,SW,,
1241_2_2008_plant_unit_owned_10005,f1_steam_2008_12_80_0_5,AS,SW,
1241_1_2008_plant_unit_owned_10005,f1_steam_2008_12_80_0_4,AS,SW,
1241_1_2008_plant_unit_total_10000,f1_steam_2008_12_79_0_4,AS,SW,had to make sure to get the right utility
1241_2008_plant_total_10005,f1_steam_2008_12_80_0_3,AS,SW,
1241_2008_plant_total_10000,f1_steam_2008_12_79_0_3,AS,SW,"cap is off, but net gen is close and inst year is right"
1241_2_2009_plant_unit_owned_10005,f1_steam_2009_12_80_0_5,AS,SW,net gen quite off
1241_1_2009_plant_unit_owned_10000,f1_steam_2009_12_79_2_1,AS,SW,
